window_s,t_s_center,RR_ms_mean,RR_ms_median,RR_ms_sd,RR_ms_mad
30,15.204166666666667,767.2008547008547,775.0,48.310069711267985,8.333333333333258
30,20.204166666666666,771.2606837606837,770.8333333333334,14.042114750089128,8.333333333333258
30,25.204166666666666,769.9786324786324,770.8333333333334,13.692379506871834,8.333333333333258
30,30.204166666666662,770.405982905983,770.8333333333334,13.712897569590673,8.333333333333258
30,35.20416666666666,770.940170940171,770.8333333333334,11.52986759480073,8.333333333333258
30,40.20416666666666,767.7350427350428,770.8333333333334,13.508916156172546,8.333333333333371
30,45.20416666666666,762.7136752136752,762.5,12.534627401345785,8.333333333333371
30,50.20416666666665,765.9188034188033,770.8333333333334,12.926630101537548,8.333333333333258
30,55.20416666666665,765.5982905982906,766.6666666666667,13.131627702758593,8.333333333333258
30,60.20416666666665,764.9572649572649,766.6666666666667,13.54269391238533,8.333333333333258
30,65.20416666666665,764.3162393162393,766.6666666666667,13.477661552497786,8.333333333333258
30,70.20416666666665,765.0,766.6666666666667,12.89614443585918,8.333333333333258
30,75.20416666666665,760.7905982905982,766.6666666666667,17.03855783631352,8.333333333333485
30,80.20416666666665,753.75,756.25,17.444458054325374,14.583333333333371
30,85.20416666666664,741.7708333333334,745.8333333333334,108.78230232180717,16.666666666666742
30,90.20416666666664,737.9901960784313,737.5,117.74289273607722,16.66666666666663
30,95.20416666666664,730.7098765432099,733.3333333333333,131.5949788012851,12.500000000000114
30,100.20416666666664,721.6666666666667,729.1666666666666,152.7919982749166,8.333333333333371
30,105.20416666666664,718.1547619047618,731.25,184.51402402270153,6.25
30,110.20416666666664,701.1904761904763,608.3333333333333,270.33837556215974,87.49999999999989
30,130.20416666666662,15165.277777777776,3700.0,22637.526586482538,3145.833333333333
30,135.20416666666662,4592.424242424242,637.5,12190.933963255837,154.16666666666663
30,140.20416666666662,3066.898148148148,622.9166666666666,9555.223423534193,74.99999999999994
30,145.20416666666662,2324.519230769231,639.5833333333334,7961.029065855314,97.91666666666669
30,150.20416666666662,2049.21875,610.4166666666666,7180.018697801842,81.24999999999994
30,155.20416666666662,1806.0897435897432,612.5,6506.873112562704,87.5
30,160.20416666666662,706.3492063492064,629.1666666666667,318.6066459819277,100.00000000000006
30,165.20416666666662,712.0934959349593,650.0,317.2429034509249,104.16666666666674
30,170.20416666666662,716.4682539682539,654.1666666666667,322.0051091140046,108.33333333333337
30,175.20416666666662,731.4583333333333,672.9166666666667,329.4322335624908,108.33333333333343
30,180.2041666666666,724.6951219512194,700.0,167.9983006793977,79.16666666666663
30,185.2041666666666,718.2539682539683,700.0,154.6532980542123,45.833333333333314
30,190.2041666666666,707.2674418604652,704.1666666666667,137.78257707111706,37.5
30,195.2041666666666,727.3809523809524,708.3333333333334,142.486695455143,33.33333333333337
30,200.2041666666666,727.1341463414634,704.1666666666667,127.79215557732904,33.333333333333485
30,205.2041666666666,731.9444444444445,708.3333333333334,148.53241717592445,41.666666666666686
30,210.2041666666666,711.7063492063493,695.8333333333333,134.90636524708017,39.583333333333314
30,215.2041666666666,740.7291666666667,700.0,152.19631238489734,43.75000000000006
30,220.2041666666666,752.2435897435896,695.8333333333333,160.9230903355665,50.000000000000114
30,225.2041666666666,728.2520325203253,691.6666666666666,158.537456676259,54.16666666666663
30,230.2041666666666,723.015873015873,697.9166666666666,157.21750080805373,58.333333333333314
30,235.2041666666666,724.6951219512194,720.8333333333334,131.26121064524054,58.33333333333326
30,240.2041666666666,725.9146341463415,741.6666666666667,134.55660272184107,49.999999999999886
30,245.2041666666666,702.0348837209302,741.6666666666667,115.15593613517584,41.66666666666663
30,250.2041666666666,706.298449612403,733.3333333333333,130.68226319161673,45.83333333333337
30,255.2041666666666,719.8412698412698,731.25,133.52948454071336,50.0
30,260.2041666666666,733.0208333333333,714.5833333333334,131.12618804102763,52.08333333333337
30,265.2041666666666,729.8780487804879,691.6666666666666,144.6046527240078,49.999999999999886
30,270.2041666666666,727.3809523809524,687.5,160.2424031223335,60.416666666666686
30,275.2041666666666,733.739837398374,683.3333333333334,162.72635110985698,29.166666666666742
30,280.2041666666666,733.3333333333333,679.1666666666667,160.52215146549432,25.000000000000114
30,285.2041666666666,747.3958333333333,687.5,170.44250556416802,33.33333333333337
30,290.2041666666666,737.1951219512196,679.1666666666667,175.57789068624777,29.166666666666742
30,295.2041666666666,751.5625,689.5833333333333,180.2792613986862,39.58333333333326
30,300.20416666666654,771.9017094017095,695.8333333333333,167.65528595687564,41.66666666666663
30,305.20416666666654,763.7820512820512,700.0,166.8123098459743,45.83333333333337
30,310.20416666666654,735.4674796747968,695.8333333333333,160.21394645352004,45.83333333333326
30,315.20416666666654,731.5040650406504,704.1666666666667,152.92021107520273,50.000000000000114
30,320.20416666666654,744.7916666666667,720.8333333333334,140.6947239305026,39.58333333333337
30,325.20416666666654,726.3211382113822,720.8333333333334,130.8175382729059,37.499999999999886
30,330.20416666666654,707.4404761904761,714.5833333333333,122.20290460351035,39.58333333333337
30,335.20416666666654,717.1626984126984,704.1666666666667,126.54265692567573,35.4166666666668
30,340.20416666666654,728.9634146341464,704.1666666666667,124.1007627796591,33.333333333333485
30,345.20416666666654,743.4375,704.1666666666667,145.34529908153104,31.250000000000114
30,350.20416666666654,740.7520325203252,704.1666666666667,146.50592575212718,29.166666666666742
30,355.20416666666654,733.2317073170731,687.5,148.29027876117755,25.0
30,360.20416666666654,744.5833333333333,691.6666666666666,158.4687904600068,25.0
30,365.20416666666654,724.4918699186992,695.8333333333333,159.59256697054948,33.33333333333337
