lead,n_beats,r_amp_mean,r_amp_sd,r_amp_cv,r_amp_median,s_amp_median,rs_ratio_median,qrs_max_slope_median,qrs_area_median,qrs_energy_median,st_j_median,st_60ms_median,st_80ms_median,t_peak_amp_median,qrs_fragmentation_rate,qrs_notches_median,twa_td_amp,twa_spec_amp,twa_kscore,waveE_L1_median,waveE_L2_median,waveE_L3_median,waveE_L4_median,waveE_L5_median,morph_corr_median,t_axis_deg_global
ch0,197,1361.1604112932241,4186.927041494212,3.075998248814961,272.1653782699367,-4.682882939839011,1.0204922758088952,30370.53164754419,28.10718061621883,3697273.046613215,76.96217771518413,13.69743976412695,3.0853793314262923,12.084315321606056,0.48223350253807107,1.0,684.0893977508487,968.9613049035563,-0.3173681842213856,,,,,,0.18994225624055489,
