beat_index,beat_time_sec,ch0.r_amp,ch0.s_amp,ch0.rs_ratio,ch0.qrs_max_slope,ch0.qrs_area,ch0.qrs_energy,ch0.st_j,ch0.st_60ms,ch0.st_80ms,ch0.t_peak_amp,ch0.t_area,ch0.qrs_notches,ch0.qrs_is_fragmented,ch0.waveE_L1,ch0.waveE_L2,ch0.waveE_L3,ch0.waveE_L4,ch0.waveE_L5,morph_corr_allleads,ST60_max_abs,ST60_max_lead,ST80_max_abs,ST80_max_lead
10,44.388,373.2501387399537,46.81897167886612,7.9721985630119505,30599.902631113237,13.275233165744618,1199663.0664343154,47.28622767697419,-19.193554433618527,115.09547634842926,282.5537594909671,6.348668476521718,0.0,0.0,,,,,,0.26816838930278863,19.193554433618527,ch0.st_60ms,115.09547634842926,ch0.st_80ms
11,44.942,85.88225855939714,85.88225855939714,1.0,8612.400273264655,14.445297199332781,1111014.8929269344,85.88225855939714,-54.54273466696216,-37.73867749510343,-348.1852790735202,-64.8486551392127,1.0,0.0,,,,,,0.5484254674795508,54.54273466696216,ch0.st_60ms,37.73867749510343,ch0.st_80ms
12,45.712,-120.35665946810565,-120.35665946810565,-1.0,5425.728242330877,12.735712219310992,750896.4755166902,-120.35665946810565,-195.75193844690028,-195.51080361082978,-2196.9909506877125,-28.399129045099432,1.0,0.0,,,,,,0.3121318681762567,195.75193844690028,ch0.st_60ms,195.51080361082978,ch0.st_80ms
13,46.124,3637.342230682688,2685.9539697288637,1.3542086989114943,182751.51643642347,248.499627203074,352197151.8743992,2685.9539697288637,2860.1031163717203,2864.6779329858527,9410.1488765102,2209.247875582744,0.0,0.0,,,,,,-0.1588294003823302,2860.1031163717203,ch0.st_60ms,2864.6779329858527,ch0.st_80ms
14,46.768,4242.8352611747005,4242.8352611747005,1.0,31830.74283422411,293.5130384484857,431123587.753773,4242.8352611747005,6241.545315031813,6936.272928322246,12247.543176423333,292.9009281179159,0.0,0.0,,,,,,0.43230986708870667,6241.545315031813,ch0.st_60ms,6936.272928322246,ch0.st_80ms
15,46.93,7244.564866731562,-28936.334945372495,0.25036221347341414,2971659.9010907067,815.8021344807768,5996303545.973755,-27644.359786702073,-24311.8454942451,-23611.299524789443,-22920.473785568494,-6861.4091351822435,2.0,1.0,,,,,,0.33666331133432503,24311.8454942451,ch0.st_60ms,23611.299524789443,ch0.st_80ms
16,47.32,3911.373888858825,3911.373888858825,1.0,25285.895123065984,465.6461075103096,955477192.5412672,5152.981510084308,6213.783076710915,6528.7129824374715,6824.996214539717,3139.0341707588523,0.0,0.0,,,,,,-0.32493081083067227,6213.783076710915,ch0.st_60ms,6528.7129824374715,ch0.st_80ms
17,69.818,-2694.439501404489,-4043.09552726452,-0.6664298390267059,23779.304665571544,326.6092212090412,485944310.4582103,-4043.09552726452,-5550.469997187838,-6086.263261995407,23900.85379607304,-949.0246761120482,0.0,0.0,,,,,,0.033290403463690575,5550.469997187838,ch0.st_60ms,6086.263261995407,ch0.st_80ms
18,70.138,30763.261136830086,29309.152030647663,1.0496128002837444,2981880.280781119,682.622710692302,6251994475.288386,29309.152030647663,-6919.539189303805,-7603.950530407081,26343.234046984773,523.2392080772227,0.0,0.0,,,,,,0.034927246212133486,6919.539189303805,ch0.st_60ms,7603.950530407081,ch0.st_80ms
19,70.34,18393.44621125321,18393.44621125321,1.0,2940503.9568765378,2135.0338355313693,20639099341.41682,18393.44621125321,16678.36817901609,16192.81276274049,-24955.07804019698,4283.837785217174,0.0,0.0,,,,,,0.1833822338651902,16678.36817901609,ch0.st_60ms,16192.81276274049,ch0.st_80ms
20,70.8,-245.78694425140566,-36910.27266119844,-0.0066590389756125195,2974729.430798736,689.6928459019888,9142151128.795784,-35817.025835609275,-34551.00425995996,-22219.152633470338,-1510.241465403753,-379.48860593217256,6.0,1.0,,,,,,-0.0695618501593974,34551.00425995996,ch0.st_60ms,22219.152633470338,ch0.st_80ms
21,71.0,12362.64305027879,12362.64305027879,1.0,2883984.745399809,1570.5802595628222,11646878936.440022,12362.64305027879,11169.504205307421,10952.897600607817,11012.158215571522,4008.869893580426,0.0,0.0,,,,,,0.0731826804282246,11169.504205307421,ch0.st_60ms,10952.897600607817,ch0.st_80ms
22,71.568,2035.614439848243,427.13323661395236,4.7657598738635585,2524297.1201994577,368.2880555107878,2554198493.8614597,427.13323661395236,-263.6014013736365,-415.7715775657579,-33.6653811648942,-115.53114348020236,4.0,1.0,,,,,,0.029036628683715295,263.6014013736365,ch0.st_60ms,415.7715775657579,ch0.st_80ms
23,71.83,70.45300703017423,-360.90113308502924,0.19521414750885618,24510.583488499615,29.036847454189633,4387240.655066792,-268.75070028186644,-305.1811494184145,-143.54603708455838,-820.5556219962854,-108.82261131173392,8.0,1.0,,,,,,0.04137128416459853,305.1811494184145,ch0.st_60ms,143.54603708455838,ch0.st_80ms
24,72.216,-106.12332356039647,-322.1007234246905,-0.3294724781492423,20374.18812929782,13.280757598355075,1110044.39901386,-316.51581739870807,-497.70140882811614,-716.6045799788818,-754.2835853405318,-48.52595023624214,4.0,1.0,,,,,,-0.08357550546177334,497.70140882811614,ch0.st_60ms,716.6045799788818,ch0.st_80ms
25,72.814,174.27551694824035,106.51241984511846,1.6361990198106229,19564.34732737881,10.331849772081652,854811.3756694773,106.51241984511846,-48.79916821830704,-243.04261631015726,-304.908510035869,-45.0572075802455,1.0,0.0,,,,,,0.45168220254912744,48.79916821830704,ch0.st_60ms,243.04261631015726,ch0.st_80ms
26,73.098,125.48066580057355,-84.46759453193705,1.4855479961978735,21656.837536955933,3.815545472824612,126702.1291182992,-80.05713734846537,-96.21326131748955,-204.78665700283196,-257.3444807311172,-8.412070701604703,1.0,0.0,,,,,,0.2770495690075215,96.21326131748955,ch0.st_60ms,204.78665700283196,ch0.st_80ms
27,73.478,177.7162466319835,-4.682882939839011,37.95017917703769,28116.722315866333,11.129494113228661,819108.0664964856,-2.103313401835159,114.6643772796609,36.96152456698652,285.61706971000405,7.324093821152717,3.0,1.0,,,,,,-0.07877725025813086,114.6643772796609,ch0.st_60ms,36.96152456698652,ch0.st_80ms
28,73.67,243.24797049866777,175.79351464773228,1.383714131810298,22900.190008183927,8.552843113042952,638383.4105412523,183.9087035442475,136.74746489388784,77.30423221461477,239.00783082634655,28.335928486078096,0.0,0.0,,,,,,0.26181721781430556,136.74746489388784,ch0.st_60ms,77.30423221461477,ch0.st_80ms
29,74.098,122.22495912706772,118.11135313095811,1.034828201413869,16563.884760598357,10.65513196995001,1253827.6435798912,118.11135313095811,-82.77816514007841,-273.12726589556746,-5806.121859837491,-60.82600503431486,2.0,1.0,,,,,,0.12283223010867224,82.77816514007841,ch0.st_60ms,273.12726589556746,ch0.st_80ms
30,74.286,938.6527005162433,-5682.180670651739,0.16519233634445155,738914.8262229916,97.20997170670499,155189706.943291,298.60923384700476,40.70840635280413,33.239609412141036,317.4828515047543,5.151590431073181,4.0,1.0,,,,,,0.0608704752805793,40.70840635280413,ch0.st_60ms,33.239609412141036,ch0.st_80ms
