time_domain.hr_bpm_mean,time_domain.hr_bpm_median,time_domain.hr_bpm_min,time_domain.hr_bpm_max,time_domain.pct_time_hr_lt_50,time_domain.sdnn_ms,time_domain.rmssd_ms,time_domain.pnn50_pct,time_domain.pnn20_pct,time_domain.triangular_index,time_domain.num_beats_used,prsa.dc_ms,prsa.ac_ms,prsa.n_decel_anchors,prsa.n_accel_anchors,freq_domain.vlf_power_ms2,freq_domain.lf_power_ms2,freq_domain.hf_power_ms2,freq_domain.total_power_ms2,freq_domain.lf_nu,freq_domain.hf_nu,freq_domain.lf_hf_ratio,freq_domain.hf_peak_hz,freq_domain.resp_rate_bpm_from_hf_peak,nonlinear.sd1_ms,nonlinear.sd2_ms,nonlinear.sd1_sd2_ratio,nonlinear.sampen_m2_r02,nonlinear.apen_m2_r02,nonlinear.dfa_alpha1,nonlinear.dfa_alpha2
84.9829658872492,82.28571428571429,59.50413223140497,124.13793103448276,0.0,71.32536079674664,68.9152851192274,31.701185857150666,51.01371659653533,17.495219885277248,18300,10.660450935904294,-10.424218564297803,8815,8414,477.2636953679279,1320.1826305299087,1038.3013818146496,3300.9664035876494,46.753598623781926,36.77091709379258,1.271483071921384,0.15625,9.375,54.87275086712815,93.84289007480655,0.5847299760630402,1.1579379795812976,1.6109060819251075,1.00264915413467,0.7478207572324106
